id,price_doc
30696,6532499.476
30697,12773065.2
30698,6424169.905
30699,5345057.756
30700,4529671.681
30701,8760559.361
30702,5226607.11
30703,3827683.718
30704,9893664.328
30705,6721738.195
30706,15822070.94
30707,3503288.223
30708,10705084.77
30709,6199860.166
30710,6554115.704
30711,4891922.512
30712,4025906.506
30713,5559344.345
30714,6452414.342
30715,4094762.343
30716,9313031.198
30717,5613881.04
30718,7933080.431
30719,16658547.27
30720,6611718.863
30721,5301357.482
30722,8138190.32
30723,5308021.146
30724,11327840.85
30725,5979014.676
30726,9516210.724
30727,9017834.923
30728,7998483.558
30729,3287590.907
30730,5501542.898
30731,6238895.836
30732,3775288.888
30733,8155867.744
30734,7050217.104
30735,5036611.387
30736,6674212.243
30737,6348314.808
30738,5622953.538
30739,1680634.477
30740,6387972.615
30741,11130948.77
30742,4400351.449
30743,4816104.013
30744,9230017.494
30745,6842519.519
30746,5167890.186
30747,18923629.83
30748,12615282.19
30749,4420280.336
30750,5873022.286
30751,3600523.619
30752,8881249.505
30753,7053257.417
30754,4460887.073
30755,3597475.527
30756,7591503.241
30757,4942789.961
30758,11016146.4
30759,5671016.525
30760,3200388.652
30761,7971361.69
30762,5885536.476
30763,10766442.72
30764,5608798.599
30765,5433681.047
30766,3166890.562
30767,7118083.878
30768,4707767.474
30769,6249406.668
30770,5730264.035
30771,3152995.758
30772,7872300.768
30773,8158571.492
30774,5598084.77
30775,9725223.558
30776,4776623.026
30777,5696504.558
30778,9642181.228
30779,6350248.558
30780,6836845.852
30781,6631969.636
30782,4726904.844
30783,5142072.167
30784,3507929.818
30785,4585496.236
30786,4361486.712
30787,6343091.321
30788,4973060.989
30789,6122169.061
30790,7307246.078
30791,9815486.845
30792,7128779.073
30793,8992421.144
30794,10179625.09
30795,8896743.683
30796,10898225.88
30797,14392561.61
30798,2812942.536
30799,7588333.913
30800,12683394.72
30801,6008595.629
30802,23655827.19
30803,3771535.72
30804,4040631.596
30805,16572261.03
30806,7241215.301
30807,5303056.347
30808,9941007.882
30809,4899763.013
30810,7909775.31
30811,3988932.982
30812,4955567.417
30813,5167056.532
30814,2525353.516
30815,3663989.634
30816,8594031.514
30817,2130993.061
30818,7087661.929
30819,6746868.756
30820,4838650.036
30821,14446411.04
30822,7466529.56
30823,6367529.506
30824,3903190.185
30825,4969568.643
30826,7141164.29
30827,5351147.25
30828,5575229.279
30829,5333665.88
30830,8629704.44
30831,4971314.875
30832,5296014.636
30833,4790830.323
30834,4019366.786
30835,6790808.634
30836,6107568.822
30837,4904515.3
30838,4775516.441
30839,6495080.102
30840,10798633.2
30841,9553955.262
30842,8046578.94
30843,5295404.049
30844,8037845.381
30845,8550758.48
30846,4708725.699
30847,5313236.228
30848,8546397.289
30849,4185035.22
30850,3811271.74
30851,4911277.422
30852,6036669.872
30853,4402245.125
30854,5731935.224
30855,5822931.458
30856,7507127.297
30857,2818187.259
30858,4730456.648
30859,5345177.316
30860,4820246.733
30861,7013660.48
30862,5880195.439
30863,5851836.45
30864,5496703.683
30865,9335496.164
30866,6105012.371
30867,5804855.714
30868,8088448.454
30869,4458481.739
30870,5768647.74
30871,7727732.718
30872,4717925.367
30873,3847843.762
30874,4244052.219
30875,5834119.007
30876,4569933.603
30877,8148624.545
30878,5347606.789
30879,12491453.22
30880,6011024.92
30881,2007041.488
30882,8268797.107
30883,4417818.189
30884,5590457.906
30885,4305189.095
30886,7372367.818
30887,5316702.97
30888,4181599.7
30889,4738627.573
30890,7291875.669
30891,3069409.756
30892,3227588.741
30893,4748106.366
30894,4978068.813
30895,4434375.681
30896,7871917.048
30897,8036922.81
30898,7224227.46
30899,6538484.79
30900,3907727.098
30901,5201261.146
30902,1983850.913
30903,6357958.075
30904,6542809.164
30905,5456911.92
30906,4483195.205
30907,10398356.17
30908,4099429.314
30909,10490788.66
30910,6947348.437
30911,4373637.785
30912,5536699.033
30913,11033504.88
30914,4669026.392
30915,6818700.362
30916,5248821.156
30917,7921114.642
30918,5841771.027
30919,3692092.726
30920,4523098.637
30921,4408541.471
30922,5251562.181
30923,3626277.342
30924,5135027.836
30925,12681179.54
30926,8888115
30927,6964222.436
30928,4536540.284
30929,4894981.562
30930,9263451.256
30931,8925146.639
30932,4988638.657
30933,4737710.366
30934,9254321.97
30935,6786606.186
30936,6829717.779
30937,8580769.394
30938,2413083.756
30939,10372607.68
30940,6638039.611
30941,5894354.946
30942,3538018.63
30943,4807543.224
30944,4908935.885
30945,3272139.539
30946,12758707.71
30947,5083631.438
30948,6655335.952
30949,5380248.212
30950,6131042.559
30951,19138597.53
30952,8376176.193
30953,9745184.397
30954,4870544.52
30955,5825555.533
30956,6618409.829
30957,5467836.002
30958,21670299.13
30959,7430582.027
30960,7182547.473
30961,8694162.147
30962,10568027.5
30963,3675190.264
30964,4448022.538
30965,6124970.643
30966,11739195.87
30967,8326494.479
30968,3976320.38
30969,3588874.464
30970,5954580.501
30971,8908463.538
30972,3690163.692
30973,4945971.038
30974,4657364.656
30975,7663765.058
30976,4904519.156
30977,5157627.24
30978,8069842.054
30979,3836343.87
30980,7965409.813
30981,5177750.584
30982,6195092.459
30983,3963242.417
30984,5728236.415
30985,3590785.12
30986,9162006.81
30987,7396759.256
30988,4812368.243
30989,7192243.469
30990,10349234.98
30991,7495006.603
30992,2541314.446
30993,6830146.781
30994,4914669.214
30995,5664498.893
30996,5417343.65
30997,6613664.536
30998,6178697.61
30999,5417520.692
31000,6928360.354
31001,6518848.113
31002,7939444.434
31003,6404757.013
31004,4273990.689
31005,2635397.234
31006,8180022.989
31007,5224660.994
31008,5731691.987
31009,6197616.351
31010,6182253.1
31011,4077424.966
31012,5676899.272
31013,7072427.371
31014,9980984.424
31015,6727852.007
31016,4207622.335
31017,8553231.71
31018,5070579.43
31019,4321230.731
31020,5604009.24
31021,11410032.72
31022,16260520.83
31023,9011297.743
31024,4833015.813
31025,5826467.563
31026,5595538.589
31027,4009642.74
31028,5216385.448
31029,7855665.465
31030,6466820.834
31031,6804792.771
31032,9783569.005
31033,7990533.602
31034,6206108.697
31035,9137048.984
31036,8147167.073
31037,18576682.77
31038,4263553.427
31039,7656772.341
31040,5344283.459
31041,4313910.317
31042,4344566.946
31043,5944233.085
31044,9190879.198
31045,6433576.234
31046,8825376.967
31047,7761177.793
31048,5562529.87
31049,6007908.632
31050,7382479.725
31051,5871923.752
31052,3764053.75
31053,12897545.37
31054,6307287.905
31055,4408308.346
31056,11918527.58
31057,5347157.397
31058,6025542.24
31059,2994416.312
31060,6691514.241
31061,6660989.524
31062,7558294.302
31063,3525215.777
31064,4720148.25
31065,7167074.785
31066,4718223.738
31067,8454868.996
31068,3904814.172
31069,4307071.489
31070,4458622.558
31071,3623452.596
31072,6617119.957
31073,2031894.917
31074,6063077.312
31075,6286983.479
31076,8210809.291
31077,5194400.496
31078,4074374.886
31079,4371209.08
31080,6995357.749
31081,2736056.888
31082,10047005.22
31083,4826591.819
31084,8533100.321
31085,9504118.912
31086,3714113.044
31087,4480128.29
31088,6864669.825
31089,6191791.54
31090,19964593.32
31091,3755839.95
31092,6435566.227
31093,5985870.092
31094,5746476.123
31095,4634677.327
31096,14456186.68
31097,8647719.96
31098,9421999.721
31099,15469040.06
31100,4610972.48
31101,3810207.53
31102,6270961.248
31103,9229010.988
31104,5400239.252
31105,6696536.854
31106,4254743.454
31107,8297589.052
31108,6395809.225
31109,4687136.417
31110,8333172.794
31111,10414830.46
31112,4676251.345
31113,3560029.445
31114,4051798.291
31115,4829387.083
31116,4852873.784
31117,5907669.448
31118,3813065.377
31119,3669463.741
31120,5308229.979
31121,5964593.896
31122,4897042.077
31123,4838495.932
31124,5293702.364
31125,9603114.593
31126,18459066.47
31127,5650964.899
31128,5491935.535
31129,5054427.824
31130,11372768.69
31131,6962591.191
31132,7548907.542
31133,8148367.81
31134,6191412.298
31135,8512495.956
31136,7357214.223
31137,4395404.648
31138,6232859.925
31139,3822700.068
31140,6633273.648
31141,6137961.695
31142,8771315.291
31143,4650274.131
31144,3668578.714
31145,4610635.251
31146,4791954.421
31147,11215098.95
31148,5560984.307
31149,2071500.327
31150,8685851.533
31151,5527377.098
31152,8579848.871
31153,4542125.484
31154,10517471.09
31155,5995851.371
31156,7869871.088
31157,4535769.049
31158,8362925.792
31159,6234693.374
31160,4769076.838
31161,4158995.409
31162,4733314.929
31163,5040001.416
31164,5502094.541
31165,5951800.842
31166,5626950.093
31167,6610029.216
31168,7923956.271
31169,8975760.255
31170,4926960.369
31171,12150002.36
31172,4577388.339
31173,9717156.431
31174,7030886.371
31175,12543245.52
31176,4652674.397
31177,8957377.185
31178,4263202.532
31179,4387859.966
31180,4070869.16
31181,8876702.865
31182,6822773.106
31183,7718340.265
31184,4705535.649
31185,4451316.875
31186,7961376.914
31187,3706031.648
31188,5212294.376
31189,4809295.487
31190,6624587.211
31191,10989611.48
31192,3358674.924
31193,5925723.071
31194,8242206.764
31195,7016814.075
31196,4822706.06
31197,10631851.19
31198,5544237.292
31199,6985512.853
31200,9739045.528
31201,3933842.585
31202,3770113.076
31203,6569489.667
31204,3629457.041
31205,7654293.018
31206,5638355.569
31207,3881783.478
31208,4935912.236
31209,4008088.637
31210,5688803.63
31211,5717426.637
31212,5418751.398
31213,8530910.406
31214,7065477.309
31215,4842495.514
31216,5887062.709
31217,6753099.777
31218,7317084.57
31219,3601933.169
31220,6186397.865
31221,3634803.138
31222,5925648.191
31223,8901980.85
31224,6495608.777
31225,11447560.14
31226,6163275.049
31227,8637880.747
31228,10107398.45
31229,4846570.747
31230,5621919.796
31231,4527351.112
31232,7286316.777
31233,6640301.987
31234,8127832.472
31235,4974894.828
31236,6379292.174
31237,9931624.706
31238,7092588.764
31239,10906907.77
31240,6526466.78
31241,6562222.13
31242,6621150.6
31243,4462204.052
31244,6842009.271
31245,7146226.901
31246,8619895.013
31247,4858033.58
31248,6349020.993
31249,9080644.856
31250,6102757.891
31251,6653550.942
31252,6190302.599
31253,7747295.87
31254,5107844.567
31255,11102762.95
31256,6605347.915
31257,4845351.176
31258,8652940.316
31259,7932836.139
31260,6529398.791
31261,16116120.78
31262,5612154.816
31263,5998938.019
31264,4042679.609
31265,11705296.82
31266,6547963.754
31267,4022771.356
31268,4307603.11
31269,6762227.803
31270,4582134.112
31271,5156872.794
31272,11518708.11
31273,6607428.609
31274,4990647.902
31275,4966734.645
31276,5266279.492
31277,5592128.317
31278,12144423.31
31279,11690149.4
31280,8089310.087
31281,6795747.487
31282,11690269.99
31283,6663238.459
31284,4706277.54
31285,3811677.313
31286,7294642.856
31287,9174250.652
31288,4324376.409
31289,7746973.106
31290,6101890.083
31291,6041309.551
31292,3796023.791
31293,6890095.816
31294,4142378.812
31295,15938740.4
31296,8944558.392
31297,8145284.001
31298,3725487.814
31299,8923967.048
31300,6387037.389
31301,5965997.416
31302,4561200.641
31303,6532391.205
31304,6571024.833
31305,9078070.453
31306,3404718.994
31307,6038601.717
31308,7514371.478
31309,8005461.796
31310,39920151.6
31311,5231852.564
31312,5252404.987
31313,9644491.561
31314,6708777.105
31315,9167626.244
31316,11249343.28
31317,16654522.71
31318,7715739.01
31319,6796685.341
31320,5599847.195
31321,6625514.645
31322,7928450.635
31323,7836041.291
31324,5760721.729
31325,5918534.318
31326,6114121.031
31327,6639228.555
31328,17544543.9
31329,5218544.92
31330,9953474.583
31331,8103386.134
31332,5312008.505
31333,4511290.369
31334,4283336.966
31335,7511107.482
31336,6440127.329
31337,5747081.334
31338,4323724.903
31339,4683494.852
31340,5524598.121
31341,8879379.94
31342,4926082.801
31343,3690529.131
31344,3933070.286
31345,4620112.949
31346,3516479.534
31347,7735102.57
31348,10574642.12
31349,9561754.447
31350,3511824.093
31351,4855432.99
31352,10278249.13
31353,4825869.442
31354,7647487.569
31355,10286469.9
31356,4556369.039
31357,4980100.171
31358,2756663.518
31359,6448747.244
31360,9277044.181
31361,4239356.064
31362,9419384.248
31363,4640233.506
31364,3499761.903
31365,3543870.121
31366,6553051.476
31367,7928426.413
31368,6563968.396
31369,4364321.268
31370,6839517.536
31371,9100735.441
31372,6591780.789
31373,4285063.121
31374,7398745.653
31375,5223614.579
31376,6840565.909
31377,7915788.116
31378,5433098.2
31379,20456478.08
31380,3202997.193
31381,6095225.829
31382,5623987.419
31383,7106671.349
31384,21693502.06
31385,10488789.56
31386,7954814.623
31387,10363143.89
31388,5029569.446
31389,4206746.71
31390,7623956.918
31391,4566352.695
31392,8799316.619
31393,9011770.118
31394,5421979.902
31395,3797303.265
31396,7003550.273
31397,5620463.062
31398,3965714.821
31399,9177184.218
31400,4532248.875
31401,12952028.52
31402,7948423.766
31403,4914254.453
31404,4856837.287
31405,4608294.175
31406,5689967.588
31407,3789343.115
31408,6419068.318
31409,1705895.857
31410,9703283.224
31411,7951449.986
31412,9759812.25
31413,7383642.732
31414,4145862.91
31415,14429159.31
31416,5901674.105
31417,4784090.471
31418,7903974.278
31419,8052731.23
31420,7114678.196
31421,6311332.886
31422,5732043.422
31423,7011206.614
31424,23071999.67
31425,5259311.521
31426,4243039.787
31427,5542260.2
31428,8051297.863
31429,10631034.67
31430,4683744.615
31431,5162205.939
31432,5106449.044
31433,5993977.322
31434,3735727.982
31435,9663729.166
31436,8773864.859
31437,12136205.08
31438,7309025.363
31439,12235020.58
31440,6088446.555
31441,6548706.183
31442,7533183.631
31443,9875777.094
31444,5654788.282
31445,7739414.36
31446,11325119.3
31447,4701664.14
31448,8027261.382
31449,7926915.075
31450,5750024.559
31451,8279718.587
31452,8979129.732
31453,4086833.518
31454,4700853.734
31455,7150671.26
31456,4776457.221
31457,4850059.686
31458,16507302.74
31459,6684827.245
31460,4993370.696
31461,4052102.548
31462,3631546.623
31463,5374995.466
31464,8738343.046
31465,5320722.573
31466,45409887.22
31467,3713860.918
31468,13008813.55
31469,5083313.281
31470,4847902.782
31471,11601217.14
31472,2643517.206
31473,6661632.464
31474,3481076.372
31475,8491556.249
31476,15884657.75
31477,6329622.016
31478,4885850.172
31479,5645686.259
31480,8112284.171
31481,8189288.772
31482,9809807.332
31483,8097177.098
31484,6264399.39
31485,2948806.453
31486,3372741.55
31487,4975558.798
31488,12633403.53
31489,7770381.005
31490,4456957.632
31491,5493815.555
31492,7172771.52
31493,7672275.297
31494,4925117.903
31495,5058740.305
31496,9757585.03
31497,4558156.341
31498,5582282.437
31499,9789617.336
31500,8094552.923
31501,8846405.985
31502,8897423.718
31503,4942295.431
31504,10515113.38
31505,12824296.87
31506,7494088.518
31507,7688990.51
31508,6403449.954
31509,5111403.62
31510,5492974.445
31511,4889913.889
31512,5940508.585
31513,15462706.17
31514,16987605.78
31515,2181599.587
31516,15497252.49
31517,4739176.34
31518,6637577.795
31519,5935688.871
31520,5388290.547
31521,5000979.178
31522,4336187.709
31523,6601916.991
31524,8507824.236
31525,10255534.65
31526,5757477.427
31527,6686108.897
31528,4351226.741
31529,4782735.881
31530,6658671.31
31531,8442014.948
31532,5295766.653
31533,13318952.18
31534,6434233.477
31535,9314389.446
31536,8047332.405
31537,4361023.744
31538,4902031.164
31539,3706020.428
31540,8612459.624
31541,2708131.562
31542,5106182.721
31543,3722301.32
31544,4731358.776
31545,7300152.341
31546,12551491.39
31547,5373259.431
31548,5084322.715
31549,5740919.982
31550,4667128.585
31551,5491055.298
31552,6243782.353
31553,5800623.909
31554,5937336.551
31555,4194335.683
31556,5688519.418
31557,5472548.004
31558,9188477.101
31559,2593112.039
31560,5829508.96
31561,6812065.517
31562,21905677.26
31563,4188879.12
31564,6232757.76
31565,8471499.641
31566,5264820.571
31567,12670351.41
31568,7220147.743
31569,6906710.283
31570,6445902.778
31571,5716290.172
31572,3861529.953
31573,4452779.831
31574,10032929.63
31575,5418425.855
31576,6992168.136
31577,4714727.994
31578,8607742.357
31579,5133730.413
31580,6806523.692
31581,5058042.673
31582,6764497.2
31583,7102787.803
31584,4019088.568
31585,6914155.823
31586,12514498.29
31587,10208548.24
31588,8367300.251
31589,3805005.55
31590,4656688.297
31591,6771926.544
31592,7268457.218
31593,7503543.947
31594,7348939.342
31595,5596922.732
31596,3647675.26
31597,4876413.242
31598,3787808.947
31599,6105344.255
31600,6281856.12
31601,13544998.81
31602,5271300.823
31603,11823360.32
31604,6144851.992
31605,4992009.513
31606,6396180.504
31607,7121014.374
31608,5309066.429
31609,4592378.432
31610,7050359.89
31611,5329708.725
31612,5052693.163
31613,4801474.059
31614,17088500.93
31615,9131048.415
31616,9133653.089
31617,4230099.363
31618,6730566.456
31619,8120682.164
31620,4733025.064
31621,6462599.103
31622,16247830.36
31623,7568966.691
31624,5024812.288
31625,8769814.733
31626,5327664.056
31627,7773213.11
31628,12101639.28
31629,7843095.934
31630,3942764.598
31631,5608294.258
31632,12167080.54
31633,5200483.445
31634,7310569.684
31635,12097565.28
31636,4975208.111
31637,4934841.25
31638,5555031.443
31639,3740214.87
31640,10252789.68
31641,4067477.638
31642,2718506.138
31643,5187001.81
31644,7982689.053
31645,5372235.944
31646,7829421.416
31647,5338262.483
31648,12174901.69
31649,5108119.85
31650,5287202.475
31651,8508161.562
31652,5117962.136
31653,4745655.7
31654,5508595.088
31655,3986121.418
31656,15451148.92
31657,6647765.638
31658,4781833.541
31659,7087186.027
31660,5148740.846
31661,4947704.455
31662,6579410.071
31663,3873698.881
31664,3252859.9
31665,4375660.844
31666,4547621.574
31667,6853880.356
31668,8879554.62
31669,8290543.839
31670,6392799.672
31671,5524619.378
31672,6836235.683
31673,8157892.894
31674,6803383.44
31675,7471247.467
31676,5979512.641
31677,4325246.28
31678,4720262.174
31679,7158861.799
31680,6936296.177
31681,6379996.341
31682,2931439.727
31683,6788048.563
31684,4992156.851
31685,3706084.44
31686,9723760.565
31687,10676083.81
31688,9922981.123
31689,3820560.25
31690,5766373.818
31691,3926260.669
31692,5506632.589
31693,5397241.432
31694,7566451.2
31695,6886344.093
31696,3755299.934
31697,5067592.158
31698,3607886.967
31699,4668645.568
31700,5317319.881
31701,8410065.591
31702,5532070.634
31703,7303364.524
31704,4880375.916
31705,8287385.254
31706,5521683.881
31707,9178751.144
31708,6866816.642
31709,5033979.53
31710,9594914.84
31711,6677792.351
31712,6793308.049
31713,5926166.46
31714,5690617.042
31715,4583760.543
31716,4769283.299
31717,7079110.815
31718,4580511.476
31719,6809934.765
31720,4998269.82
31721,4425396.692
31722,4878866.247
31723,5123693.959
31724,5812815.501
31725,5042858.075
31726,10105048.62
31727,5374951.554
31728,4810781.134
31729,5779606.142
31730,3351703.115
31731,7686056.323
31732,6787582.514
31733,3694037.567
31734,4694391.839
31735,2923511.881
31736,5532295.682
31737,4404623.123
31738,5854521.729
31739,5064107.538
31740,6920734.867
31741,11332776.54
31742,12854831.1
31743,8004111.849
31744,4672615.368
31745,3707828.698
31746,7887023.606
31747,4668376.93
31748,15145991.05
31749,5072146.808
31750,7843881.5
31751,7189133.12
31752,4520345.616
31753,4454595.14
31754,8403610.28
31755,9585512.577
31756,2298095.36
31757,6020181.414
31758,5933449.932
31759,5899547.494
31760,5584595.985
31761,14464575.26
31762,2825742.734
31763,11558767.36
31764,6021844.817
31765,4202669.287
31766,7325063.764
31767,3695068.059
31768,6666903.62
31769,8599672.136
31770,3665550.047
31771,3741154.173
31772,9428669.741
31773,5705121.009
31774,5801594.564
31775,9804372.791
31776,2133652.792
31777,3577243.522
31778,11151017.71
31779,8560941.086
31780,6701541.953
31781,7355256.411
31782,8105296.31
31783,3886303.153
31784,4393389.806
31785,5393769.62
31786,4901732.309
31787,6807881.7
31788,4597281.386
31789,5629718.713
31790,3736441.383
31791,8852557.56
31792,5386479.584
31793,9288092.3
31794,5864131.319
31795,5401806.809
31796,4426838.007
31797,12270817.48
31798,6143241.681
31799,4478444.561
31800,5077305.052
31801,3497975.694
31802,7366594.879
31803,6521930.997
31804,4731184.725
31805,3563440.84
31806,5624366.979
31807,6405880.778
31808,7047259.677
31809,5623736.303
31810,3579988.262
31811,7357406.085
31812,5505546.649
31813,6035611.472
31814,6086009.049
31815,5906949.64
31816,4427519.4
31817,3633468.118
31818,6777728.447
31819,5472104.957
31820,9778699.946
31821,5930490.686
31822,5045801.961
31823,4675033.666
31824,3441241.098
31825,4307607.563
31826,5751298.947
31827,6174983.204
31828,5438406.702
31829,7863430.523
31830,5310402.134
31831,3653857.366
31832,8414503.829
31833,13236617.51
31834,6265717.926
31835,4316068.482
31836,8117107.028
31837,3459942.581
31838,7270478.434
31839,4102214.558
31840,7977366.366
31841,4699766.822
31842,6769399.339
31843,3593361.703
31844,5925073.374
31845,7488914.161
31846,4789316.795
31847,4730706.965
31848,5185930.17
31849,6779969.626
31850,6588833.695
31851,10925840.38
31852,7496643.235
31853,8547597.125
31854,6492646.971
31855,3887418.745
31856,6780118.331
31857,9124129.758
31858,10532970.45
31859,22891554.6
31860,6369632.392
31861,14710086.66
31862,6544435.908
31863,9602459.206
31864,3392581.7
31865,6062003.967
31866,2808412.963
31867,7568228.032
31868,4298932.584
31869,8120861.678
31870,3359886.643
31871,4497203.737
31872,9143622.256
31873,5669400.44
31874,4691172.412
31875,5106384.422
31876,4639941.32
31877,13800011.33
31878,4164862.125
31879,8436092.744
31880,7614736.008
31881,4501082.637
31882,10280049.25
31883,4438380.92
31884,4317644.914
31885,5442705.62
31886,5865457.358
31887,6928292.097
31888,4093153.903
31889,10915984.63
31890,4801119.328
31891,4367461.099
31892,3822634.627
31893,17062376.94
31894,6181778.752
31895,3050136.369
31896,3747719.013
31897,3294925.302
31898,3925683.172
31899,3978590.814
31900,5963831.822
31901,6902642.14
31902,6349006.198
31903,9540670.524
31904,4682131.75
31905,5624377.807
31906,4659588.378
31907,3805485.078
31908,3805037.899
31909,6582998.779
31910,3931125.481
31911,3759647.556
31912,6554270.218
31913,6202094.006
31914,6029913.006
31915,6827398.63
31916,4286030.671
31917,4709503.246
31918,4409645.717
31919,5925210.77
31920,3796142.714
31921,6304869.355
31922,5766013.57
31923,9957917.244
31924,12872493.53
31925,5053560.545
31926,9007547.17
31927,7275317.569
31928,6338600.533
31929,11104813.38
31930,7130681.458
31931,5564181.142
31932,7119953.309
31933,6708335.107
31934,5417090.964
31935,4360890.366
31936,4225768.231
31937,5578339.113
31938,5652586.73
31939,5855337.791
31940,7326553.52
31941,23275290.37
31942,5191676.953
31943,7200959.049
31944,1776464.861
31945,5370011.792
31946,7727291.78
31947,8547710.348
31948,6099367.244
31949,8717743.675
31950,9537880.444
31951,4593467.735
31952,4915358.124
31953,3669563.535
31954,8023130.16
31955,4426515.332
31956,7942703.111
31957,3707891.029
31958,3894193.22
31959,9786888.966
31960,6849966.413
31961,8082849.306
31962,5041327.901
31963,6146914.169
31964,4523780.769
31965,5442772.89
31966,9295688.735
31967,9500072.216
31968,6662695.398
31969,25263071.08
31970,5839588.567
31971,4280897.811
31972,4355046.554
31973,5048237.143
31974,8335271.394
31975,3934363.641
31976,4649773.298
31977,8391050.552
31978,5386380.437
31979,4896217.078
31980,4798917.439
31981,5732681.199
31982,9195471.335
31983,8149837.944
31984,6872074.05
31985,4885297.553
31986,4319802.24
31987,5715125.351
31988,7869437.45
31989,10917048.93
31990,4300277.974
31991,8186533.267
31992,4788544.444
31993,9301109.109
31994,6722954.232
31995,7893453.392
31996,9591640.244
31997,5192517.701
31998,4078669.887
31999,4595091.954
32000,6831300.129
32001,46489921.48
32002,13120581.18
32003,7621584.23
32004,6562512.126
32005,4560046.47
32006,11914075.94
32007,9248461.181
32008,6238619.867
32009,3977590.417
32010,6867132.123
32011,5025921.204
32012,2061703.999
32013,5220984.14
32014,6964986.506
32015,8567569.908
32016,6370982.053
32017,9323920.116
32018,7912688.367
32019,4470730.916
32020,5251075.372
32021,8250404.762
32022,4531497.159
32023,4031317.372
32024,5657566.351
32025,5569264.518
32026,5047091.796
32027,7132117.31
